X,CH2,Start,Increment,
0,0.000000e+00,-1.200000e-07,1.000000e-09,
1,0.000000e+00,
2,0.000000e+00,
3,1.240000e-03,
4,1.240000e-03,
5,1.240000e-03,
6,0.000000e+00,
7,0.000000e+00,
8,1.240000e-03,
9,1.240000e-03,
10,1.240000e-03,
11,2.480000e-03,
12,1.240000e-03,
13,2.480000e-03,
14,1.240000e-03,
15,1.240000e-03,
16,1.240000e-03,
17,-1.240000e-03,
18,-1.240000e-03,
19,0.000000e+00,
20,1.240000e-03,
21,1.240000e-03,
22,1.240000e-03,
23,1.240000e-03,
24,1.240000e-03,
25,1.240000e-03,
26,1.240000e-03,
27,0.000000e+00,
28,-1.240000e-03,
29,0.000000e+00,
30,0.000000e+00,
31,2.480000e-03,
32,2.480000e-03,
33,2.480000e-03,
34,2.480000e-03,
35,2.480000e-03,
36,0.000000e+00,
37,0.000000e+00,
38,0.000000e+00,
39,0.000000e+00,
40,-1.240000e-03,
41,0.000000e+00,
42,0.000000e+00,
43,0.000000e+00,
44,1.240000e-03,
45,2.480000e-03,
46,1.240000e-03,
47,2.480000e-03,
48,1.240000e-03,
49,1.240000e-03,
50,0.000000e+00,
51,1.240000e-03,
52,0.000000e+00,
53,1.240000e-03,
54,0.000000e+00,
55,1.240000e-03,
56,1.240000e-03,
57,2.480000e-03,
58,1.240000e-03,
59,1.240000e-03,
60,0.000000e+00,
61,1.240000e-03,
62,0.000000e+00,
63,0.000000e+00,
64,-1.240000e-03,
65,0.000000e+00,
66,0.000000e+00,
67,0.000000e+00,
68,0.000000e+00,
69,0.000000e+00,
70,0.000000e+00,
71,1.240000e-03,
72,1.240000e-03,
73,2.480000e-03,
74,2.480000e-03,
75,2.480000e-03,
76,1.240000e-03,
77,2.480000e-03,
78,1.240000e-03,
79,0.000000e+00,
80,-1.240000e-03,
81,0.000000e+00,
82,0.000000e+00,
83,1.240000e-03,
84,0.000000e+00,
85,1.240000e-03,
86,1.240000e-03,
87,1.240000e-03,
88,1.240000e-03,
89,2.480000e-03,
90,1.240000e-03,
91,2.480000e-03,
92,1.240000e-03,
93,2.480000e-03,
94,0.000000e+00,
95,0.000000e+00,
96,0.000000e+00,
97,0.000000e+00,
98,0.000000e+00,
99,0.000000e+00,
100,0.000000e+00,
101,0.000000e+00,
102,0.000000e+00,
103,1.240000e-03,
104,1.240000e-03,
105,1.240000e-03,
106,1.240000e-03,
107,1.240000e-03,
108,1.240000e-03,
109,1.240000e-03,
110,2.480000e-03,
111,1.240000e-03,
112,2.480000e-03,
113,2.480000e-03,
114,6.200000e-03,
115,1.364000e-02,
116,2.356000e-02,
117,4.092000e-02,
118,6.200000e-02,
119,8.804000e-02,
120,1.178000e-01,
121,1.463200e-01,
122,1.587200e-01,
123,1.587200e-01,
124,1.587200e-01,
125,1.587200e-01,
126,1.326800e-01,
127,9.920000e-02,
128,6.448000e-02,
129,3.596000e-02,
130,1.488000e-02,
131,9.920000e-03,
132,1.860000e-02,
133,4.092000e-02,
134,7.192000e-02,
135,1.066400e-01,
136,1.401200e-01,
137,1.587200e-01,
138,1.587200e-01,
139,1.587200e-01,
140,1.587200e-01,
141,1.475600e-01,
142,1.215200e-01,
143,9.796000e-02,
144,7.812000e-02,
145,6.696000e-02,
146,6.076000e-02,
147,6.572000e-02,
148,7.316000e-02,
149,8.556000e-02,
150,9.548000e-02,
151,1.029200e-01,
152,1.029200e-01,
153,1.016800e-01,
